Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-08,21.0,21.0,15.640000343322754,15.930000305175781,119986022,0,0
2021-07-09,14.600000381469727,15.329999923706055,13.739999771118164,13.850000381469727,80843212,0,0
2021-07-12,13.670000076293945,14.729999542236328,13.529999732971191,13.949999809265137,60508108,0,0
2021-07-13,13.6899995803833,13.6899995803833,13.170000076293945,13.3100004196167,46867766,0,0
2021-07-14,13.420000076293945,13.9399995803833,13.300000190734863,13.569999694824219,42006802,0,0
2021-07-15,13.199999809265137,13.5,12.930000305175781,13.020000457763672,36111499,0,0
2021-07-16,13.029999732971191,13.149999618530273,12.529999732971191,12.579999923706055,32405770,0,0
2021-07-19,12.619999885559082,12.869999885559082,12.25,12.630000114440918,29027942,0,0
2021-07-20,12.350000381469727,12.75,12.279999732971191,12.4399995803833,21908455,0,0
2021-07-21,12.470000267028809,12.960000038146973,12.40999984741211,12.680000305175781,27449893,0,0
2021-07-22,12.600000381469727,12.640000343322754,12.3100004196167,12.319999694824219,24089083,0,0
2021-07-23,12.380000114440918,12.420000076293945,11.789999961853027,11.800000190734863,24730131,0,0
2021-07-26,11.760000228881836,11.760000228881836,11.020000457763672,11.25,21097475,0,0
2021-07-27,11.199999809265137,11.399999618530273,10.970000267028809,11.039999961853027,16069733,0,0
2021-07-28,10.960000038146973,11.029999732971191,10.550000190734863,10.579999923706055,17302294,0,0
2021-07-29,10.739999771118164,10.920000076293945,10.640000343322754,10.670000076293945,15009712,0,0
2021-07-30,10.539999961853027,10.850000381469727,10.470000267028809,10.6899995803833,15103201,0,0
2021-08-02,10.6899995803833,11.420000076293945,10.6899995803833,11.279999732971191,25101666,0,0
2021-08-03,11.3100004196167,11.369999885559082,11.0,11.180000305175781,17449109,0,0
2021-08-04,11.25,12.369999885559082,11.109999656677246,12.09000015258789,39002095,0,0
2021-08-05,11.800000190734863,11.9399995803833,11.579999923706055,11.8100004196167,23593512,0,0
2021-08-06,11.8100004196167,11.979999542236328,11.289999961853027,11.34000015258789,19131633,0,0
2021-08-09,11.4399995803833,11.800000190734863,11.380000114440918,11.529999732971191,14274950,0,0
2021-08-10,11.430000305175781,11.649999618530273,11.359999656677246,11.569999694824219,12079797,0,0
2021-08-11,11.640000343322754,12.350000381469727,11.550000190734863,12.140000343322754,29715311,0,0
2021-08-12,12.010000228881836,13.210000038146973,11.90999984741211,12.760000228881836,43203430,0,0
2021-08-13,12.5,12.899999618530273,12.329999923706055,12.369999885559082,25226052,0,0
2021-08-16,12.430000305175781,13.319999694824219,12.260000228881836,13.0,34890251,0,0
2021-08-17,13.220000267028809,14.390000343322754,12.970000267028809,13.0,47902149,0,0
2021-08-18,12.75,13.130000114440918,12.390000343322754,12.65999984741211,29742020,0,0
2021-08-19,12.640000343322754,13.119999885559082,12.449999809265137,12.479999542236328,24096625,0,0
2021-08-20,12.289999961853027,12.470000267028809,11.8100004196167,12.029999732971191,20380817,0,0
2021-08-23,12.180000305175781,12.949999809265137,12.050000190734863,12.84000015258789,28793419,0,0
2021-08-24,12.84000015258789,12.979999542236328,12.619999885559082,12.680000305175781,17715412,0,0
2021-08-25,12.630000114440918,12.710000038146973,12.300000190734863,12.359999656677246,14626490,0,0
2021-08-26,12.600000381469727,12.789999961853027,12.109999656677246,12.119999885559082,16997304,0,0
2021-08-27,12.119999885559082,12.640000343322754,12.100000381469727,12.229999542236328,19362740,0,0
2021-08-30,12.119999885559082,12.460000038146973,11.960000038146973,12.170000076293945,15532398,0,0
2021-08-31,12.199999809265137,12.25,11.510000228881836,11.529999732971191,18631935,0,0
2021-09-01,11.550000190734863,11.720000267028809,11.4399995803833,11.59000015258789,10848075,0,0
