Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-11-03,17.39812823282019,17.658450356462772,17.215904235839844,17.215904235839844,2033691,0.0,0
2016-11-04,17.354741852475012,17.441515892752818,16.99029220736995,17.09442138671875,1470700,0.0,0
2016-11-07,17.042356307721302,17.14648548913661,16.851454739383303,16.920873641967773,1737300,0.0,0
2016-11-08,16.886163199938604,17.302678266497168,16.868809715768094,17.07706642150879,1814800,0.0,0
2016-11-09,17.059711108576764,17.09442138671875,16.313456679295648,17.09442138671875,1743848,0.0,0
2016-11-10,17.337387176228663,17.61506278846852,17.146485606583067,17.398128509521484,1917600,0.0,0
2016-11-11,17.267970461653555,17.320034231777615,16.8167467070386,16.886165618896484,1429000,0.0,0
2016-11-14,16.8167467070386,17.163842921405433,16.782038078648363,16.886165618896484,865200,0.0,0
2016-11-15,16.851454739383303,17.077066586552135,16.81674446055247,16.920873641967773,1188906,0.0,0
2016-11-16,17.09442400954755,17.285325603387378,16.886165618896484,16.886165618896484,1818200,0.0,0
2016-11-17,17.007649607672743,17.163842569923812,16.677908541792178,16.78203773498535,829100,0.0,0
2016-11-18,16.764681815949025,16.99029367817103,16.695262908732815,16.972938537597656,1413336,0.0,0
2016-11-21,16.886165279738233,17.042358242050692,16.487006958341833,16.643199920654297,1448413,0.0,0
2016-11-22,16.48700636219871,16.79939227552827,16.38287717272975,16.53907012939453,1546202,0.0,0
2016-11-23,16.643200254932594,16.92087590236413,16.591136484808533,16.886165618896484,813040,0.0,0
2016-11-24,16.74732839675925,16.955586794891136,16.660555995128014,16.851457595825195,741300,0.0,0
2016-11-25,16.868810830202445,17.025003783596116,16.695262736414527,16.990293502807617,583700,0.0,0
2016-11-28,17.00764772819854,17.65845056227442,17.00764772819854,17.615062713623047,1871500,0.0,0
2016-11-29,17.61506329879321,17.61506329879321,17.02500343322754,17.02500343322754,1665993,0.0,0
2016-11-30,17.198550399923224,17.44151740272007,16.8341007232666,16.8341007232666,2846768,0.0,0
2016-12-01,16.834101867796818,16.97293969166949,16.608489990234375,16.608489990234375,2210561,0.0,0
2016-12-02,16.625844792671217,16.74732747231111,16.365524291992188,16.365524291992188,1153800,0.0,0
2016-12-05,16.38287699923129,16.69526290925261,16.122556510931723,16.278749465942383,1746120,0.0,0
2016-12-06,16.27874832366713,16.31345694730217,16.087846755981445,16.087846755981445,1166900,0.0,0
2016-12-07,16.07049309436478,16.19197577087397,15.879589854047676,16.105201721191406,2965250,0.0,0
2016-12-08,16.191975767753892,16.46965140262272,16.122556859036685,16.24403953552246,2148900,0.0,0
2016-12-09,16.31345729445203,16.31345729445203,15.844880107405972,15.914299011230469,2305352,0.0,0
2016-12-12,15.775461193514083,16.08784708806358,15.60191310652498,15.706042289733887,995656,0.0,0
2016-12-13,15.688687327125601,15.844880276163577,15.653978702382295,15.758106231689453,1720389,0.0,0
2016-12-14,16.053137162344676,16.08784744253818,15.480430779769911,15.53249454498291,1929410,0.0,0
2016-12-15,15.515139753267288,15.619268941108688,15.011852264701322,15.081271171569824,2375581,0.0,0
2016-12-16,15.48043014362315,15.48043014362315,15.011851310729982,15.01185131072998,3024837,0.0,0
2016-12-19,14.890368794249225,15.011851460995835,14.491210514894822,14.577982902526855,3920465,0.0,0
2016-12-20,14.577981965800888,14.855659215643396,14.508563067109534,14.716819763183594,2171300,0.0,0
2016-12-21,14.699468435189315,15.237464565163949,14.699468435189315,14.786242485046387,1255200,0.0,0
2016-12-22,14.647402414358487,14.803595366710343,14.595338648600292,14.751531600952148,1290564,0.0,0
2016-12-23,14.751530987945328,14.873013654691938,14.560629418046771,14.577982902526855,998100,0.0,0
2016-12-28,14.630048596121187,15.168044691889312,14.630048596121187,15.133336067199707,1558100,0.0,0
2016-12-29,14.92508063227458,15.393657863723389,14.75153252872917,15.306883811950684,1680623,0.0,0
2016-12-30,15.306883284420143,15.428367614746092,15.23746437640988,15.428367614746094,1393000,0.0,0
2017-01-03,15.46307528192318,15.515139045931646,15.306882334820568,15.35894775390625,1309500,0.0,0
2017-01-04,15.463076241212564,15.567205430766618,15.306883284420143,15.428367614746094,1605200,0.0,0
2017-01-05,15.480429689813825,15.896943092346191,15.445719412064225,15.896943092346191,1873259,0.0,0
2017-01-06,15.89694482832078,15.89694482832078,15.532495147537125,15.567205429077148,757219,0.0,0
2017-01-09,16.03578152763639,16.400231183040727,15.775461054523523,16.348167419433594,4852317,0.0,0
2017-01-10,16.19197418080295,17.07706642150879,16.2787482219642,17.07706642150879,4966317,0.0,0
2017-01-11,16.99029446629432,17.042358235352214,16.71261882454903,16.78203773498535,1470400,0.0,0
2017-01-12,16.782036956522404,17.267969307035873,16.782036956522404,16.972938537597656,3327366,0.0,0
2017-01-13,16.834100723165236,17.094422866533996,16.74732667537565,16.972938537597656,1770500,0.0,0
2017-01-16,16.886165450546187,17.04235841443858,16.625844947443795,16.76468276977539,606700,0.0,0
2017-01-17,16.86880999434321,17.528290400951466,16.86880999434321,17.398128509521484,3194055,0.0,0
2017-01-18,17.528290485006753,17.571676678973333,17.181194312965264,17.320032119750977,1522500,0.0,0
2017-01-19,17.441517913661592,17.74522626228533,17.198550903747133,17.571678161621094,2350266,0.0,0
2017-01-20,17.39812920597402,17.831997781235987,17.11177601250421,17.70183753967285,2505568,0.0,0
2017-01-23,17.615064265977352,18.005546662865616,17.52829187118204,17.788612365722656,1369300,0.0,0
2017-01-24,17.701838575890875,17.87538667818561,17.571678326708508,17.831998825073242,1876095,0.0,0
2017-01-25,17.7886115857407,17.918771827303836,17.528291102614425,17.70183753967285,1391512,0.0,0
2017-01-26,17.74522599732298,17.831998391282106,17.3547436041976,17.528291702270508,1450064,0.0,0
2017-01-27,17.571676137782404,17.571676137782404,17.233259201049805,17.233259201049805,470700,0.0,0
2017-02-01,16.868810067827866,17.302678627611975,16.7820360248556,17.181194305419922,3333875,0.0,0
2017-02-02,16.92087383158034,17.320032112144663,16.92087383158034,17.181194305419922,2109967,0.0,0
2017-02-03,17.267969975231406,18.005546927367977,17.11177701418162,17.831998825073242,5394621,0.0,0
2017-02-06,17.875386323226497,18.00554656982422,17.57167797778026,18.00554656982422,2573612,0.0,0
2017-02-07,17.962160193568153,18.612963075145586,17.918772341749932,18.439414978027344,3823465,0.0,0
2017-02-08,18.439415161868176,18.439415161868176,17.962160372650757,18.00554656982422,3618884,0.0,0
2017-02-09,18.13570568298733,18.222479726988432,17.788611162060135,18.09231948852539,1323710,0.0,0
2017-02-10,18.092318634259886,18.26586505899052,18.092318634259886,18.22247886657715,1904300,0.0,0
2017-02-13,18.179092939832902,18.309253174052326,18.005544857488886,18.265865325927734,1227700,0.0,0
2017-02-14,18.265864856811262,18.265864856811262,17.875384164181582,17.962158203125,1518628,0.0,0
2017-02-15,18.048930068946166,18.135704105398972,17.233258429490206,17.285322189331055,5524666,0.0,0
2017-02-16,17.44151609143719,17.70183656015888,17.302678287441996,17.3547420501709,4515871,0.0,0
2017-02-17,17.398129801177166,17.571677899250073,17.267969555161148,17.528291702270508,1653700,0.0,0
2017-02-20,17.528290921391406,17.74522520677953,17.39812902609673,17.441516876220703,1114576,0.0,0
2017-02-21,17.398128045075335,17.528289933030624,17.025002485511934,17.09442138671875,1703457,0.0,0
2017-02-22,17.09442191752487,17.35474239136445,17.007647874552603,17.181194305419922,3500965,0.0,0
2017-02-23,17.163841099634492,18.00554552345747,17.059711915361238,17.875385284423828,3872800,0.0,0
2017-02-24,18.00554552345747,18.092319567838977,17.658451001008675,17.875385284423828,2100406,0.0,0
2017-02-27,17.701838409580596,17.87538651024483,17.571678161621094,17.571678161621094,717100,0.0,0
2017-02-28,17.44151609143719,17.571676325798034,17.26796800890461,17.3547420501709,1536154,0.0,0
2017-03-01,17.233258987946087,17.83199638321108,17.233258987946087,17.745223999023438,1299053,0.0,0
2017-03-02,17.745224586483832,17.87538482215142,17.215904419014812,17.337387084960938,2307200,0.0,0
2017-03-03,17.233259189132376,17.354741852475012,17.09442138671875,17.09442138671875,683586,0.0,0
2017-03-06,17.354743093386347,17.528291186351122,17.11177609425112,17.48490333557129,1073607,0.0,0
2017-03-07,17.528289728400054,17.83199638321108,17.181193571340934,17.745223999023438,2216915,0.0,0
2017-03-08,17.87538423038204,17.87538423038204,17.441515689135276,17.745223999023438,1394800,0.0,0
2017-03-09,17.484902552115738,17.61506278846852,17.25061313363441,17.398128509521484,798400,0.0,0
2017-03-10,17.48490342119944,17.48490342119944,17.094422692732326,17.267969131469727,627651,0.0,0
2017-03-13,17.398129021985337,17.441516872099058,17.007648301425338,17.30267906188965,926000,0.0,0
2017-03-14,17.441516080965876,17.52829012218007,17.215904235839844,17.215904235839844,934600,0.0,0
2017-03-15,17.14648568880744,17.44151644199638,17.11177540957241,17.320032119750977,1207600,0.0,0
2017-03-16,17.354742242023573,17.65845056227442,17.354742242023573,17.615062713623047,1056000,0.0,0
2017-03-17,17.74522393330502,17.962158203125,17.528289663485044,17.962158203125,1994365,0.0,0
2017-03-20,17.615064430828514,18.179094932740576,17.615064430828514,18.048933029174805,2451175,0.0,0
2017-03-21,18.048931050536304,18.43941340827175,17.962158664441468,18.265865325927734,2283200,0.0,0
2017-03-22,18.265865692348658,18.82989614374281,18.179093304513135,18.743122100830078,5485598,0.0,0
2017-03-23,18.439414278777168,18.699734759505475,18.048931902607457,18.135705947875977,4203749,0.0,0
2017-03-24,18.179092674163776,18.309252906481042,18.048930786769365,18.22247886657715,1892070,0.0,0
2017-03-27,18.092319567838977,18.352640045906263,17.78861124004232,17.875385284423828,1649942,0.0,0
2017-03-28,17.831996317171306,18.309252703821535,17.831996317171306,17.962158203125,2102539,0.0,0
2017-03-29,18.13570681642194,18.179094668672736,17.875386323226497,18.00554656982422,1909175,0.0,0
2017-03-30,17.91877042247586,18.04893065383446,17.615062112587697,17.745223999023438,1335400,0.0,0
2017-03-31,17.875387295492217,18.005547549169524,17.6584529876709,17.6584529876709,2065200,0.0,0
2017-04-03,17.61506452474351,17.962160729332975,17.398130224413773,17.831998825073242,857000,0.0,0
2017-04-05,17.831998123639003,18.352640754965993,17.831998123639003,18.179094314575195,2796426,0.0,0
2017-04-06,18.09231850100542,18.22247873236402,17.745223999023438,17.745223999023438,2980675,0.0,0
2017-04-07,17.615063493605003,18.04893206886697,17.484903252041867,17.70183753967285,2158800,0.0,0
2017-04-10,17.701839187204193,17.8319994408815,17.398130825238862,17.6584529876709,1197200,0.0,0
2017-04-11,17.658449387524165,17.74522342397697,17.285322189331055,17.285322189331055,1395064,0.0,0
2017-04-12,17.354742826948865,17.528290917249254,17.25061364175318,17.30267906188965,1591700,0.0,0
2017-04-13,17.285323412702994,17.528290400951466,17.285323412702994,17.398128509521484,732000,0.0,0
2017-04-18,17.441516257473,17.484902450980577,17.198549270629883,17.198549270629883,2009300,0.0,0
