Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-11-03,4.205834608668354,4.282478448770133,4.18667364864291,4.272898197174072,11317801,0.0,0
2016-11-04,4.196254137637828,4.272897973731675,4.196254137637828,4.20583438873291,5179360,0.0,0
2016-11-07,4.282478448770133,4.292059157199517,4.2154153170977375,4.272898197174072,4917350,0.0,0
2016-11-08,4.3303803227189315,4.3303803227189315,4.215414582598053,4.25373649597168,7170000,0.0,0
2016-11-09,4.263316995604013,4.282477953413097,4.119610040452517,4.186673164367676,8817806,0.0,0
2016-11-10,4.2249950799858444,4.2249950799858444,4.157931956070684,4.186673164367676,8780331,0.0,0
2016-11-11,4.157932111148524,4.2249952375649285,4.10044923557734,4.129190444946289,11066418,0.0,0
2016-11-14,4.129190506312092,4.167512423929068,4.052546671078142,4.0812883377075195,17854000,0.0,0
2016-11-15,4.119610043056793,4.196253874341581,4.100449085235596,4.100449085235596,13871334,0.0,0
2016-11-16,4.138771322185411,4.196254200111601,4.1291906141143935,4.157932281494141,11025900,0.0,0
2016-11-17,4.119610154010437,4.215414945696737,4.110029446425166,4.177093029022217,16321000,0.0,0
2016-11-18,4.157932281494141,4.2249954106580425,4.138771322185411,4.157932281494141,9267190,0.0,0
2016-11-21,4.196253987359477,4.2728978207085175,4.167512321436947,4.177093029022217,8923086,0.0,0
2016-11-22,4.177092669224427,4.272897452658492,4.177092669224427,4.25373649597168,5899000,0.0,0
2016-11-23,4.253736918092036,4.2728978766802905,4.205834293204757,4.215415000915527,5669025,0.0,0
2016-11-24,4.224995136260986,4.2441560943252865,4.177092969516874,4.224995136260986,7564000,0.0,0
2016-11-25,4.253737026548555,4.3112199037789445,4.234576067471758,4.292058944702148,11182089,0.0,0
2016-11-28,4.311219732358256,4.320800439932361,4.244156149839369,4.263317108154297,15323400,0.0,0
2016-11-29,4.311219787744796,4.387863621989156,4.253736912061527,4.301639080047607,20413000,0.0,0
2016-11-30,4.36870260730304,4.416605231506999,4.234575899098545,4.263317108154297,38301529,0.0,0
2016-12-01,4.253736801774075,4.272897759838374,4.157932011452575,4.224995136260986,24434317,0.0,0
2016-12-02,4.2441563185935065,4.3112199037789445,4.196254149318165,4.292058944702148,19274000,0.0,0
2016-12-05,4.244156149839369,4.311219732358256,4.244156149839369,4.263317108154297,8986395,0.0,0
2016-12-06,4.292058835268545,4.292058835268545,4.196254042327273,4.215415000915527,5704385,0.0,0
2016-12-07,4.263317277670303,4.301639195823896,4.2441563185935065,4.292058944702148,5263000,0.0,0
2016-12-08,4.311219946475834,4.330380905742395,4.196254190876472,4.244156360626221,12884500,0.0,0
2016-12-09,4.2249950799858444,4.282477953413097,4.167512206558592,4.186673164367676,14529744,0.0,0
2016-12-12,4.186673207195308,4.2441560812105825,4.014224585149485,4.052546501159668,23538706,0.0,0
2016-12-13,4.081288166583942,4.081288166583942,3.995063627144394,4.052546501159668,12854104,0.0,0
2016-12-14,4.05254663025348,4.090868547484407,3.96632208806725,3.975902795791626,19419620,0.0,0
2016-12-15,3.956741754380695,3.975902712595212,3.908839130427762,3.91841983795166,11438500,0.0,0
2016-12-16,3.9663221293454476,4.004644046975198,3.928000211715698,3.9280002117156982,10615081,0.0,0
2016-12-19,3.880097988965247,3.928000156917521,3.86093703041768,3.8896782398223877,7185583,0.0,0
2016-12-20,3.8800979614983384,3.9184198783221946,3.841776044674482,3.8705172538757324,7972009,0.0,0
2016-12-21,3.9088392916825647,4.071707671641555,3.8609371225867606,4.033385753631592,22571094,0.0,0
2016-12-22,4.0525464842706365,4.0525464842706365,3.9567416946444465,3.9663219451904297,5981208,0.0,0
2016-12-23,4.004644046975198,4.004644046975198,3.928000211715698,3.9280002117156982,6648600,0.0,0
2016-12-28,3.928000218993668,3.9854830955447995,3.8226149453165936,3.841776132583618,19182230,0.0,0
2016-12-29,3.860937187810663,3.9184200657966812,3.832195520401001,3.832195520401001,8458746,0.0,0
2016-12-30,3.87051736960605,3.8800980775151235,3.8226149721439255,3.8609371185302734,9965000,0.0,0
2017-01-03,3.8800980161628735,3.947161143132795,3.8609370574809976,3.908839225769043,5675700,0.0,0
2017-01-04,3.908839279769188,3.9567419055522928,3.889678320822606,3.9471611976623535,11111900,0.0,0
2017-01-05,4.033385712269654,4.090868588695117,3.9854830868317883,4.0812883377075195,16057162,0.0,0
2017-01-06,4.090868630646536,4.090868630646536,4.004644086707471,4.033385753631592,6293545,0.0,0
