Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-04,53.5099983215332,58.20000076293945,50.650001525878906,55.900001525878906,60712746,0,0
2021-08-05,54.529998779296875,62.20000076293945,52.02000045776367,58.29999923706055,39369982,0,0
2021-08-06,58.18000030517578,60.97999954223633,54.29999923706055,55.18000030517578,26989978,0,0
2021-08-09,53.20000076293945,56.880001068115234,51.810001373291016,55.189998626708984,16298506,0,0
2021-08-10,54.5,55.0,51.599998474121094,52.900001525878906,13764373,0,0
2021-08-11,52.310001373291016,54.4900016784668,52.20000076293945,53.4900016784668,9415212,0,0
2021-08-12,53.04999923706055,55.65999984741211,52.61000061035156,54.130001068115234,11197215,0,0
2021-08-13,53.88999938964844,53.88999938964844,48.810001373291016,49.02000045776367,16608353,0,0
2021-08-16,48.0099983215332,50.9900016784668,45.720001220703125,47.849998474121094,14014703,0,0
2021-08-17,49.20000076293945,51.709999084472656,48.5099983215332,48.79999923706055,11102948,0,0
2021-08-18,48.880001068115234,50.900001525878906,48.29999923706055,48.70000076293945,7416864,0,0
2021-08-19,47.810001373291016,49.900001525878906,46.58000183105469,48.900001525878906,7325138,0,0
2021-08-20,48.29999923706055,51.54999923706055,48.0,50.41999816894531,10033897,0,0
2021-08-23,50.58000183105469,53.4900016784668,49.29999923706055,51.88999938964844,12053327,0,0
2021-08-24,51.5,53.08000183105469,50.52000045776367,52.119998931884766,10538337,0,0
2021-08-25,52.900001525878906,54.900001525878906,51.0,51.900001525878906,9572296,0,0
2021-08-26,51.400001525878906,51.970001220703125,49.33000183105469,49.459999084472656,6173523,0,0
2021-08-27,49.459999084472656,50.099998474121094,47.099998474121094,47.86000061035156,9212367,0,0
2021-08-30,47.599998474121094,48.459999084472656,45.79999923706055,45.970001220703125,7908061,0,0
2021-08-31,46.0099983215332,47.29999923706055,45.130001068115234,47.099998474121094,5110622,0,0
2021-09-01,46.95000076293945,48.119998931884766,45.880001068115234,47.33000183105469,5145455,0,0
2021-09-02,47.209999084472656,47.310001373291016,44.849998474121094,45.220001220703125,7273475,0,0
2021-09-03,45.220001220703125,45.95000076293945,44.29999923706055,45.45000076293945,4766191,0,0
2021-09-06,45.310001373291016,46.65999984741211,45.220001220703125,46.599998474121094,4679148,0,0
2021-09-07,46.11000061035156,46.70000076293945,45.65999984741211,45.66999816894531,3490843,0,0
2021-09-08,45.79999923706055,46.25,45.29999923706055,45.650001525878906,3193327,0,0
2021-09-09,45.599998474121094,45.599998474121094,42.79999923706055,42.849998474121094,8308101,0,0
2021-09-10,43.29999923706055,44.22999954223633,42.27000045776367,43.06999969482422,5063857,0,0
2021-09-13,42.77000045776367,42.77000045776367,40.880001068115234,40.900001525878906,5514373,0,0
2021-09-14,40.5099983215332,41.36000061035156,39.84000015258789,40.15999984741211,4646313,0,0
2021-09-15,40.25,40.25,38.65999984741211,39.0,5105896,0,0
2021-09-16,38.79999923706055,39.2599983215332,36.45000076293945,36.779998779296875,6307904,0,0
2021-09-17,36.88999938964844,38.279998779296875,36.84000015258789,37.779998779296875,4210323,0,0
2021-09-22,37.599998474121094,39.63999938964844,36.81999969482422,38.9900016784668,6183118,0,0
2021-09-23,39.0099983215332,39.630001068115234,38.29999923706055,38.79999923706055,4198580,0,0
2021-09-24,38.599998474121094,39.689998626708984,37.400001525878906,37.54999923706055,4684916,0,0
2021-09-27,37.099998474121094,40.70000076293945,37.099998474121094,38.9900016784668,6814909,0,0
2021-09-28,38.66999816894531,40.65999984741211,38.66999816894531,39.75,4787167,0,0
2021-09-29,38.91999816894531,39.68000030517578,37.900001525878906,38.220001220703125,3305415,0,0
2021-09-30,38.689998626708984,38.880001068115234,38.20000076293945,38.54999923706055,2170832,0,0
2021-10-08,39.20000076293945,40.13999938964844,38.91999816894531,39.45000076293945,3058754,0,0
2021-10-11,39.40999984741211,40.18000030517578,39.20000076293945,39.52000045776367,2136684,0,0
2021-10-12,39.52000045776367,39.52000045776367,36.0,37.0,4397699,0,0
2021-10-13,37.0,38.70000076293945,36.65999984741211,38.4900016784668,3071799,0,0
2021-10-14,38.58000183105469,39.150001525878906,38.02000045776367,38.16999816894531,1732527,0,0
2021-10-15,38.709999084472656,42.20000076293945,38.09000015258789,41.689998626708984,8296252,0,0
2021-10-18,41.25,43.18000030517578,40.31999969482422,43.06999969482422,7290323,0,0
2021-10-19,42.70000076293945,44.9900016784668,42.4900016784668,42.900001525878906,7533287,0,0
2021-10-20,43.15999984741211,44.560001373291016,42.84000015258789,44.2400016784668,5620920,0,0
2021-10-21,44.880001068115234,44.880001068115234,43.029998779296875,43.40999984741211,4407634,0,0
2021-10-22,43.40999984741211,44.2599983215332,42.40999984741211,42.709999084472656,4033037,0,0
2021-10-25,42.5,43.599998474121094,41.810001373291016,43.599998474121094,3476978,0,0
2021-10-26,47.5,51.630001068115234,46.0099983215332,50.779998779296875,16816523,0,0
2021-10-27,50.79999923706055,50.95000076293945,47.5,48.599998474121094,9660243,0,0
2021-10-28,48.93000030517578,48.93000030517578,44.7599983215332,45.33000183105469,9178545,0,0
2021-10-29,45.27000045776367,48.560001373291016,45.20000076293945,46.45000076293945,7226210,0,0
2021-11-01,45.959999084472656,48.29999923706055,45.83000183105469,47.81999969482422,5683829,0,0
2021-11-02,48.29999923706055,49.0,46.65999984741211,48.13999938964844,6055298,0,0
2021-11-03,48.22999954223633,49.400001525878906,46.400001525878906,46.66999816894531,4401390,0,0
